DataHora,Setor,Consumo_kWh,Ocupacao_Pessoas,Equipamento_Dominante,Tarifa_RS_kWh
2025-09-01 00:00:00,Sala_Servidores,5.035271494451224,0,Servidores,0.85
2025-09-01 01:00:00,Sala_Servidores,4.936909574595498,0,Servidores,0.85
2025-09-01 02:00:00,Sala_Servidores,5.51138107310514,0,Servidores,0.85
2025-09-01 03:00:00,Sala_Servidores,5.0447218862585315,0,Servidores,0.85
2025-09-01 04:00:00,Sala_Servidores,4.748938304215986,0,Servidores,0.85
2025-09-01 05:00:00,Sala_Servidores,5.146990877298969,0,Servidores,0.85
2025-09-01 06:00:00,Sala_Servidores,5.077827743550927,0,Servidores,0.85
2025-09-01 07:00:00,Sala_Servidores,5.3288272209739915,0,Servidores,0.85
2025-09-01 08:00:00,Sala_Servidores,5.06926308615147,0,Servidores,0.85
2025-09-01 09:00:00,Sala_Servidores,5.8830926858389265,1,Servidores,0.85
2025-09-01 10:00:00,Sala_Servidores,6.476818525533014,2,Servidores,0.85
2025-09-01 11:00:00,Sala_Servidores,6.663807425846391,2,Servidores,0.85
2025-09-01 12:00:00,Sala_Servidores,6.157646846871343,1,Servidores,0.85
2025-09-01 13:00:00,Sala_Servidores,6.496585000885365,2,Servidores,0.85
2025-09-01 14:00:00,Sala_Servidores,6.602416861711825,1,Servidores,0.85
2025-09-01 15:00:00,Sala_Servidores,6.234907853032436,2,Servidores,0.85
2025-09-01 16:00:00,Sala_Servidores,6.544849446833779,2,Servidores,0.85
2025-09-01 17:00:00,Sala_Servidores,6.855150333396742,1,Servidores,0.85
2025-09-01 18:00:00,Sala_Servidores,6.5832101617363765,2,Servidores,0.85
2025-09-01 19:00:00,Sala_Servidores,5.179994340969393,0,Servidores,0.85
2025-09-01 20:00:00,Sala_Servidores,4.82417099151988,0,Servidores,0.85
2025-09-01 21:00:00,Sala_Servidores,5.466506526913143,0,Servidores,0.85
2025-09-01 22:00:00,Sala_Servidores,4.794015349546796,0,Servidores,0.85
2025-09-01 23:00:00,Sala_Servidores,4.916584030221089,0,Servidores,0.85
2025-09-02 00:00:00,Sala_Servidores,5.4088557600256415,0,Servidores,0.85
2025-09-02 01:00:00,Sala_Servidores,4.7246963660776204,0,Servidores,0.85
2025-09-02 02:00:00,Sala_Servidores,5.073959944898824,0,Servidores,0.85
2025-09-02 03:00:00,Sala_Servidores,4.5555106815018265,0,Servidores,0.85
2025-09-02 04:00:00,Sala_Servidores,5.230314350189506,0,Servidores,0.85
2025-09-02 05:00:00,Sala_Servidores,4.830748731503471,0,Servidores,0.85
2025-09-02 06:00:00,Sala_Servidores,5.000663701165851,0,Servidores,0.85
2025-09-02 07:00:00,Sala_Servidores,5.3943590061620545,0,Servidores,0.85
2025-09-02 08:00:00,Sala_Servidores,5.314416265512066,0,Servidores,0.85
2025-09-02 09:00:00,Sala_Servidores,7.247307995945842,1,Servidores,0.85
2025-09-02 10:00:00,Sala_Servidores,6.574797551678907,2,Servidores,0.85
2025-09-02 11:00:00,Sala_Servidores,7.156446218225625,1,Servidores,0.85
2025-09-02 12:00:00,Sala_Servidores,7.204783926241874,2,Servidores,0.85
2025-09-02 13:00:00,Sala_Servidores,6.398565203961073,1,Servidores,0.85
2025-09-02 14:00:00,Sala_Servidores,6.2616640144692015,1,Servidores,0.85
2025-09-02 15:00:00,Sala_Servidores,6.187358567902584,1,Servidores,0.85
2025-09-02 16:00:00,Sala_Servidores,6.561091618992904,2,Servidores,0.85
2025-09-02 17:00:00,Sala_Servidores,6.6672461558934,2,Servidores,0.85
2025-09-02 18:00:00,Sala_Servidores,6.377781948138308,2,Servidores,0.85
2025-09-02 19:00:00,Sala_Servidores,5.516487357377254,0,Servidores,0.85
2025-09-02 20:00:00,Sala_Servidores,5.035221533822297,0,Servidores,0.85
2025-09-02 21:00:00,Sala_Servidores,4.520227967827544,0,Servidores,0.85
2025-09-02 22:00:00,Sala_Servidores,4.911399885856122,0,Servidores,0.85
2025-09-02 23:00:00,Sala_Servidores,5.075793206844836,0,Servidores,0.85
2025-09-03 00:00:00,Sala_Servidores,4.976282995443023,0,Servidores,0.85
2025-09-03 01:00:00,Sala_Servidores,4.722880930616608,0,Servidores,0.85
2025-09-03 02:00:00,Sala_Servidores,4.753709111940986,0,Servidores,0.85
2025-09-03 03:00:00,Sala_Servidores,4.821171410423362,0,Servidores,0.85
2025-09-03 04:00:00,Sala_Servidores,4.533510720706756,0,Servidores,0.85
2025-09-03 05:00:00,Sala_Servidores,4.970066217675405,0,Servidores,0.85
2025-09-03 06:00:00,Sala_Servidores,4.895400898629756,0,Servidores,0.85
2025-09-03 07:00:00,Sala_Servidores,4.913077078103485,0,Servidores,0.85
2025-09-03 08:00:00,Sala_Servidores,5.169966683179538,0,Servidores,0.85
2025-09-03 09:00:00,Sala_Servidores,6.406967964611647,1,Servidores,0.85
2025-09-03 10:00:00,Sala_Servidores,6.536030143581845,2,Servidores,0.85
2025-09-03 11:00:00,Sala_Servidores,6.183076081964652,1,Servidores,0.85
2025-09-03 12:00:00,Sala_Servidores,6.216311274041361,2,Servidores,0.85
2025-09-03 13:00:00,Sala_Servidores,6.1005859044540625,1,Servidores,0.85
2025-09-03 14:00:00,Sala_Servidores,6.177774441822304,1,Servidores,0.85
2025-09-03 15:00:00,Sala_Servidores,6.379434638191572,1,Servidores,0.85
2025-09-03 16:00:00,Sala_Servidores,6.219013893035669,1,Servidores,0.85
2025-09-03 17:00:00,Sala_Servidores,6.351384294767023,1,Servidores,0.85
2025-09-03 18:00:00,Sala_Servidores,5.89422419450308,1,Servidores,0.85
2025-09-03 19:00:00,Sala_Servidores,4.878184722167338,0,Servidores,0.85
2025-09-03 20:00:00,Sala_Servidores,5.446391638506292,0,Servidores,0.85
2025-09-03 21:00:00,Sala_Servidores,4.992790309661005,0,Servidores,0.85
2025-09-03 22:00:00,Sala_Servidores,5.000481891628132,0,Servidores,0.85
2025-09-03 23:00:00,Sala_Servidores,4.556769925784329,0,Servidores,0.85
2025-09-04 00:00:00,Sala_Servidores,5.251549268194641,0,Servidores,0.85
2025-09-04 01:00:00,Sala_Servidores,5.171554006944232,0,Servidores,0.85
2025-09-04 02:00:00,Sala_Servidores,4.856284782176612,0,Servidores,0.85
2025-09-04 03:00:00,Sala_Servidores,4.916689151993718,0,Servidores,0.85
2025-09-04 04:00:00,Sala_Servidores,4.557242494471395,0,Servidores,0.85
2025-09-04 05:00:00,Sala_Servidores,5.303223282849618,0,Servidores,0.85
2025-09-04 06:00:00,Sala_Servidores,5.7048477905079995,0,Servidores,0.85
2025-09-04 07:00:00,Sala_Servidores,5.064304623640529,0,Servidores,0.85
2025-09-04 08:00:00,Sala_Servidores,5.276328946029124,0,Servidores,0.85
2025-09-04 09:00:00,Sala_Servidores,6.034399197547548,1,Servidores,0.85
2025-09-04 10:00:00,Sala_Servidores,6.700869727150602,1,Servidores,0.85
2025-09-04 11:00:00,Sala_Servidores,7.043240836954949,1,Servidores,0.85
2025-09-04 12:00:00,Sala_Servidores,6.785510895514955,1,Servidores,0.85
2025-09-04 13:00:00,Sala_Servidores,6.441120072862679,1,Servidores,0.85
2025-09-04 14:00:00,Sala_Servidores,6.232770082649157,2,Servidores,0.85
2025-09-04 15:00:00,Sala_Servidores,6.793117508616125,2,Servidores,0.85
2025-09-04 16:00:00,Sala_Servidores,5.976307459969264,2,Servidores,0.85
2025-09-04 17:00:00,Sala_Servidores,6.623886270837713,2,Servidores,0.85
2025-09-04 18:00:00,Sala_Servidores,6.63283604087368,2,Servidores,0.85
2025-09-04 19:00:00,Sala_Servidores,4.8786946909824085,0,Servidores,0.85
2025-09-04 20:00:00,Sala_Servidores,4.837476942321978,0,Servidores,0.85
2025-09-04 21:00:00,Sala_Servidores,5.2249595871174765,0,Servidores,0.85
2025-09-04 22:00:00,Sala_Servidores,4.972715088940993,0,Servidores,0.85
2025-09-04 23:00:00,Sala_Servidores,5.21051697088199,0,Servidores,0.85
2025-09-05 00:00:00,Sala_Servidores,5.683124548229063,0,Servidores,0.85
2025-09-05 01:00:00,Sala_Servidores,5.450594907778151,0,Servidores,0.85
2025-09-05 02:00:00,Sala_Servidores,5.12640521648868,0,Servidores,0.85
2025-09-05 03:00:00,Sala_Servidores,5.4553684936527596,0,Servidores,0.85
2025-09-05 04:00:00,Sala_Servidores,4.846938421476395,0,Servidores,0.85
2025-09-05 05:00:00,Sala_Servidores,5.334480132923783,0,Servidores,0.85
2025-09-05 06:00:00,Sala_Servidores,4.835070141366941,0,Servidores,0.85
2025-09-05 07:00:00,Sala_Servidores,4.896823233559532,0,Servidores,0.85
2025-09-05 08:00:00,Sala_Servidores,4.967876170985334,0,Servidores,0.85
2025-09-05 09:00:00,Sala_Servidores,6.113849264044578,2,Servidores,0.85
2025-09-05 10:00:00,Sala_Servidores,6.288508082386871,2,Servidores,0.85
2025-09-05 11:00:00,Sala_Servidores,6.092718399022353,1,Servidores,0.85
2025-09-05 12:00:00,Sala_Servidores,6.448569910456353,2,Servidores,0.85
2025-09-05 13:00:00,Sala_Servidores,6.6238999880324245,1,Servidores,0.85
2025-09-05 14:00:00,Sala_Servidores,7.317529357634707,1,Servidores,0.85
2025-09-05 15:00:00,Sala_Servidores,6.711024010636692,2,Servidores,0.85
2025-09-05 16:00:00,Sala_Servidores,7.084074940322731,2,Servidores,0.85
2025-09-05 17:00:00,Sala_Servidores,6.624833547812042,2,Servidores,0.85
2025-09-05 18:00:00,Sala_Servidores,5.949839237512766,2,Servidores,0.85
2025-09-05 19:00:00,Sala_Servidores,4.8993483207202235,0,Servidores,0.85
2025-09-05 20:00:00,Sala_Servidores,4.851423204872835,0,Servidores,0.85
2025-09-05 21:00:00,Sala_Servidores,4.69499289962264,0,Servidores,0.85
2025-09-05 22:00:00,Sala_Servidores,5.026170554075006,0,Servidores,0.85
2025-09-05 23:00:00,Sala_Servidores,5.099042356120154,0,Servidores,0.85
2025-09-06 00:00:00,Sala_Servidores,4.85872403923706,0,Servidores,0.85
2025-09-06 01:00:00,Sala_Servidores,4.729236063374261,0,Servidores,0.85
2025-09-06 02:00:00,Sala_Servidores,5.285907367656257,0,Servidores,0.85
2025-09-06 03:00:00,Sala_Servidores,4.609512691663385,0,Servidores,0.85
2025-09-06 04:00:00,Sala_Servidores,5.232424806025616,0,Servidores,0.85
2025-09-06 05:00:00,Sala_Servidores,4.680964879184097,0,Servidores,0.85
2025-09-06 06:00:00,Sala_Servidores,4.828274055453905,0,Servidores,0.85
2025-09-06 07:00:00,Sala_Servidores,5.121103414700256,0,Servidores,0.85
2025-09-06 08:00:00,Sala_Servidores,4.959084776473099,0,Servidores,0.85
2025-09-06 09:00:00,Sala_Servidores,4.551384520384137,0,Servidores,0.85
2025-09-06 10:00:00,Sala_Servidores,4.972939963246862,0,Servidores,0.85
2025-09-06 11:00:00,Sala_Servidores,4.5010112566511555,0,Servidores,0.85
2025-09-06 12:00:00,Sala_Servidores,5.042902697919461,0,Servidores,0.85
2025-09-06 13:00:00,Sala_Servidores,5.070949024583148,0,Servidores,0.85
2025-09-06 14:00:00,Sala_Servidores,5.010143208179029,0,Servidores,0.85
2025-09-06 15:00:00,Sala_Servidores,5.265843998375281,0,Servidores,0.85
2025-09-06 16:00:00,Sala_Servidores,4.314654418601506,0,Servidores,0.85
2025-09-06 17:00:00,Sala_Servidores,5.191697947920812,0,Servidores,0.85
2025-09-06 18:00:00,Sala_Servidores,4.926562209464961,0,Servidores,0.85
2025-09-06 19:00:00,Sala_Servidores,5.107071571713575,0,Servidores,0.85
2025-09-06 20:00:00,Sala_Servidores,5.0901686094697185,0,Servidores,0.85
2025-09-06 21:00:00,Sala_Servidores,4.468777513997532,0,Servidores,0.85
2025-09-06 22:00:00,Sala_Servidores,5.365162297995891,0,Servidores,0.85
2025-09-06 23:00:00,Sala_Servidores,4.789303857006319,0,Servidores,0.85
2025-09-07 00:00:00,Sala_Servidores,5.488098635709828,0,Servidores,0.85
2025-09-07 01:00:00,Sala_Servidores,5.305046496805231,0,Servidores,0.85
2025-09-07 02:00:00,Sala_Servidores,4.572884380568057,0,Servidores,0.85
2025-09-07 03:00:00,Sala_Servidores,5.336317691675636,0,Servidores,0.85
2025-09-07 04:00:00,Sala_Servidores,5.46607447519216,0,Servidores,0.85
2025-09-07 05:00:00,Sala_Servidores,4.9799275667285485,0,Servidores,0.85
2025-09-07 06:00:00,Sala_Servidores,4.93266805860749,0,Servidores,0.85
2025-09-07 07:00:00,Sala_Servidores,4.839127454515126,0,Servidores,0.85
2025-09-07 08:00:00,Sala_Servidores,4.530960205548212,0,Servidores,0.85
2025-09-07 09:00:00,Sala_Servidores,5.042270420010625,0,Servidores,0.85
2025-09-07 10:00:00,Sala_Servidores,4.889473165456155,0,Servidores,0.85
2025-09-07 11:00:00,Sala_Servidores,5.053562551098776,0,Servidores,0.85
2025-09-07 12:00:00,Sala_Servidores,4.763277176280159,0,Servidores,0.85
2025-09-07 13:00:00,Sala_Servidores,5.51517153703087,0,Servidores,0.85
2025-09-07 14:00:00,Sala_Servidores,4.806172536434779,0,Servidores,0.85
2025-09-07 15:00:00,Sala_Servidores,5.372359113868582,0,Servidores,0.85
2025-09-07 16:00:00,Sala_Servidores,4.710770514649342,0,Servidores,0.85
2025-09-07 17:00:00,Sala_Servidores,5.17914516574443,0,Servidores,0.85
2025-09-07 18:00:00,Sala_Servidores,5.1289751219439585,0,Servidores,0.85
2025-09-07 19:00:00,Sala_Servidores,5.065599917961409,0,Servidores,0.85
2025-09-07 20:00:00,Sala_Servidores,4.840598768676157,0,Servidores,0.85
2025-09-07 21:00:00,Sala_Servidores,4.88391688518673,0,Servidores,0.85
2025-09-07 22:00:00,Sala_Servidores,4.8226789269689005,0,Servidores,0.85
2025-09-07 23:00:00,Sala_Servidores,5.072585442196131,0,Servidores,0.85
2025-09-08 00:00:00,Sala_Servidores,5.042923187319045,0,Servidores,0.85
2025-09-08 01:00:00,Sala_Servidores,5.039031852567848,0,Servidores,0.85
2025-09-08 02:00:00,Sala_Servidores,5.343037176177243,0,Servidores,0.85
2025-09-08 03:00:00,Sala_Servidores,5.335842395521176,0,Servidores,0.85
2025-09-08 04:00:00,Sala_Servidores,5.743949214873287,0,Servidores,0.85
2025-09-08 05:00:00,Sala_Servidores,4.578740844349347,0,Servidores,0.85
2025-09-08 06:00:00,Sala_Servidores,5.252495102611514,0,Servidores,0.85
2025-09-08 07:00:00,Sala_Servidores,4.736100598345792,0,Servidores,0.85
2025-09-08 08:00:00,Sala_Servidores,5.198158736721247,0,Servidores,0.85
2025-09-08 09:00:00,Sala_Servidores,6.283921716507978,1,Servidores,0.85
2025-09-08 10:00:00,Sala_Servidores,6.373230001011538,2,Servidores,0.85
2025-09-08 11:00:00,Sala_Servidores,6.364863726978598,1,Servidores,0.85
2025-09-08 12:00:00,Sala_Servidores,6.986176242710441,1,Servidores,0.85
2025-09-08 13:00:00,Sala_Servidores,6.403968163108006,1,Servidores,0.85
2025-09-08 14:00:00,Sala_Servidores,6.886816303007937,2,Servidores,0.85
2025-09-08 15:00:00,Sala_Servidores,6.211944132735515,1,Servidores,0.85
